index,province,city,district,place,latitude,longitude,equipment,whole_body,neck,shoulder,arm,back,chest,abs,waist,thigh,calf,feet,cardio,muscle,authority,phone_no
,,서울특별시,서대문구,백련산근린공원,37.5879651,126.9313841,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5736028,126.9289567,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5736028,126.9289567,허리운동,,,,,,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5736028,126.9289567,허리운동,,,,,,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5736028,126.9289567,벤치프레스/역기,,1,1,1,1,1,,,1,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5736028,126.9289567,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5736028,126.9289567,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.573917,126.9310522,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5739289,126.9309626,신기종기구,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5739289,126.9309626,신기종기구,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5739289,126.9309626,신기종기구,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5739289,126.9309626,벤치프레스/역기,,1,1,1,1,1,,,1,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5739289,126.9309626,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5739289,126.9309626,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5742181,126.9309026,신기종기구,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5742181,126.9309026,허리운동,,,,,,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5742181,126.9309026,허리운동,,,,,,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5742181,126.9309026,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5742181,126.9309026,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5735413,126.929957,허리운동,,,,,,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5735413,126.929957,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5735413,126.929957,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5737276,126.9302157,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5737276,126.9302157,벤치프레스/역기,,1,1,1,1,1,,,1,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5737276,126.9302157,허리운동,,,,,,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5737276,126.9302157,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5685536,126.9248091,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5685331,126.9236444,팔굽혀펴기,,,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5685331,126.9236444,철봉,,1,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5685331,126.9236444,철봉,,1,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5685331,126.9236444,철봉,,1,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5685331,126.9236444,허리운동,,,,,,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.568632,126.9235049,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.568632,126.9235049,철봉,,1,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.568632,126.9235049,철봉,,1,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.568632,126.9235049,팔굽혀펴기,,,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.568699,126.9228677,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.568699,126.9228677,철봉,,1,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5696737,126.9229413,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5696737,126.9229413,철봉,,1,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5696737,126.9229413,철봉,,1,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5696737,126.9229413,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5696973,126.9226775,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5696973,126.9226775,매달리기,,1,1,1,,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5696973,126.9226775,매달리기,,1,1,1,,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5697866,126.9228491,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5697866,126.9228491,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5697866,126.9228491,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5697866,126.9228491,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5697866,126.9228491,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5697866,126.9228491,균형잡기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5697866,126.9228491,균형잡기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5697866,126.9228491,균형잡기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5700246,126.9233666,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5702267,126.9233863,평균대,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5702267,126.9233863,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5702267,126.9233863,허리운동,,,,,,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5685747,126.9237364,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.573288,126.926951,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.573288,126.926951,매달리기,,1,1,1,,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.573288,126.926951,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5728582,126.9276527,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5728582,126.9276527,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5728582,126.9276527,벤치프레스/역기,,1,1,1,1,1,,,1,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5728582,126.9276527,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,궁동근린공원,37.5728582,126.9276527,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.584278,126.96093,턱걸이,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.584278,126.96093,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.584278,126.96093,체스트풀/풀웨이트/하이풀리/역기당기기,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.584278,126.96093,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.584278,126.96093,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.585103,126.961806,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.585103,126.961806,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.579771,126.958387,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.579771,126.958387,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.579771,126.958387,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.579771,126.958387,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.590153,126.960029,벤치프레스/역기,,1,1,1,1,1,,,1,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.590153,126.960029,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.590153,126.960029,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.590153,126.960029,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.590153,126.960029,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.592229,126.958853,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.592229,126.958853,체스트풀/풀웨이트/하이풀리/역기당기기,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.592229,126.958853,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.594092,126.955724,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.594092,126.955724,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.587564,126.956768,스텝사이클/워킹트레이너머신/달리기,1,,,,,,,,,,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.587564,126.956768,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.587564,126.956768,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.587564,126.956768,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.587564,126.956768,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.587564,126.956768,체스트풀/풀웨이트/하이풀리/역기당기기,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.582715,126.959499,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.582715,126.959499,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.582715,126.959499,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.582715,126.959499,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.582715,126.959499,사이클/자전거타기,,,,,,,,,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.593767,126.960061,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.593767,126.960061,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.58535,126.960358,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.58535,126.960358,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.58535,126.960358,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,인왕산공원,37.58535,126.960358,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5944755,126.9434529,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5945561,126.9432558,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.594651,126.9431125,등허리지압기/스트레칭로라,,,,,1,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5948551,126.9427124,턱걸이,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5948551,126.9427124,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.594803,126.9431422,체스트풀/풀웨이트/하이풀리/역기당기기,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.594803,126.9431422,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5939717,126.9428265,등허리지압기/스트레칭로라,,,,,1,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5940618,126.9425339,턱걸이,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5940618,126.9425339,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5942901,126.9432441,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5980108,126.9416812,턱걸이,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5980108,126.9416812,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6014847,126.9410131,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6014847,126.9410131,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6014847,126.9410131,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6014847,126.9410131,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6014847,126.9410131,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6018979,126.9408217,턱걸이,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6018979,126.9408217,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6018979,126.9408217,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6016748,126.9411801,등허리지압기/스트레칭로라,,,,,1,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6016748,126.9411801,등허리지압기/스트레칭로라,,,,,1,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6016748,126.9411801,턱걸이,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6026688,126.9460038,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6026688,126.9460038,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6026688,126.9460038,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6026688,126.9460038,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6010957,126.9441244,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6010909,126.944208,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6012524,126.9441422,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6014709,126.9441121,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,스텝사이클/워킹트레이너머신/달리기,1,,,,,,,,,,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,하늘걷기/공중걷기/크로스컨트리,,,,,,,,1,1,1,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,턱걸이,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038249,126.9516261,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6037255,126.9523843,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6037255,126.9523843,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038679,126.9522111,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5993161,126.9433173,벤치프레스/역기,,1,1,1,1,1,,,1,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5993161,126.9433173,스텝사이클/워킹트레이너머신/달리기,1,,,,,,,,,,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5994324,126.9432844,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6038692,126.9467864,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6034537,126.9471061,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6034537,126.9471061,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.603083,126.9467213,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.603083,126.9467213,물구나무/거꾸로매달리기,1,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.603083,126.9467213,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6028764,126.9467453,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6028764,126.9467453,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.6015515,126.9442606,파도타기/허리돌리기/롤링웨이스트,,,,,,,1,1,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5982676,126.9430363,벤치프레스/역기,,1,1,1,1,1,,,1,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5982676,126.9430363,스텝사이클/워킹트레이너머신/달리기,1,,,,,,,,,,,1,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5982676,126.9430363,상체근육풀기/어깨근육풀기/워밍암,,1,1,1,1,1,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5982676,126.9430363,등허리지압기/스트레칭로라,,,,,1,,,1,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5982676,126.9430363,평행봉,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5982676,126.9430363,턱걸이,,,,,,,,,,,,,,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5982676,126.9430363,윗몸일으키기,,,,1,,,1,1,,1,,,1,서대문구청 푸른도시과,02-330-1395
,,서울특별시,서대문구,북한산공원,37.5982676,126.9430363,체스트풀/풀웨이트/하이풀리/역기당기기,,,1,1,1,1,,,,,,,1,서대문구청 푸른도시과,02-330-1395
